epoch:0 train_loss:0.40010661775526296 valid_loss:17.745731353759766 dis:51.77040481567383
epoch:100 train_loss:0.2671555293625998 valid_loss:15.991593360900879 dis:1.796958327293396
epoch:200 train_loss:0.25170790397345577 valid_loss:14.829988479614258 dis:8.066204071044922
epoch:300 train_loss:0.20832868014543268 valid_loss:12.48608112335205 dis:19.380935668945312
epoch:400 train_loss:0.15586560769872515 valid_loss:11.893718719482422 dis:11.020807266235352
epoch:500 train_loss:0.1289965862129269 valid_loss:11.923303604125977 dis:2.991835355758667
epoch:600 train_loss:0.11857746257438616 valid_loss:10.575774192810059 dis:0.7651944160461426
epoch:700 train_loss:0.11381977019873692 valid_loss:8.994939804077148 dis:0.3493683636188507
epoch:800 train_loss:0.11046580081386022 valid_loss:7.801764011383057 dis:0.2842061519622803
epoch:900 train_loss:0.10814999556760783 valid_loss:6.957274913787842 dis:0.19955798983573914
epoch:1000 train_loss:0.10650513656496019 valid_loss:6.3143110275268555 dis:0.15659989416599274
epoch:1100 train_loss:0.10527934179929083 valid_loss:5.817542552947998 dis:0.12687581777572632
epoch:1200 train_loss:0.10430259081719184 valid_loss:5.453881740570068 dis:0.11184563487768173
epoch:1300 train_loss:0.10345015164648126 valid_loss:5.194106578826904 dis:0.1118868812918663
epoch:1400 train_loss:0.10261820055342122 valid_loss:5.010317325592041 dis:0.1291934996843338
epoch:1500 train_loss:0.10171244629578041 valid_loss:4.895069599151611 dis:0.16249121725559235
epoch:1600 train_loss:0.10066258648851252 valid_loss:4.837940692901611 dis:0.20725831389427185
epoch:1700 train_loss:0.09945212368187632 valid_loss:4.835277557373047 dis:0.24663877487182617
epoch:1800 train_loss:0.09813804035642934 valid_loss:4.884687900543213 dis:0.26586970686912537
epoch:1900 train_loss:0.09682306100962144 valid_loss:4.9656081199646 dis:0.2606182098388672
epoch:2000 train_loss:0.09559836785011054 valid_loss:5.059716701507568 dis:0.24003255367279053
epoch:2100 train_loss:0.0945121609905481 valid_loss:5.135931491851807 dis:0.2129136621952057
epoch:2200 train_loss:0.09357489186528332 valid_loss:5.1938605308532715 dis:0.18960918486118317
epoch:2300 train_loss:0.09276563712003197 valid_loss:5.215528964996338 dis:0.17298883199691772
best_valid_loss:4.835277557373047 average_time:8.912734766801199
