epoch:0 train_loss:0.3248688717550684 valid_loss:26.732690811157227 dis:86.40467834472656
epoch:100 train_loss:0.27784279800765094 valid_loss:18.966073989868164 dis:1.2130866050720215
epoch:200 train_loss:0.26288514209488156 valid_loss:16.287385940551758 dis:2.238297700881958
epoch:300 train_loss:0.25116151459062563 valid_loss:15.3951997756958 dis:5.177670478820801
epoch:400 train_loss:0.21706950598212174 valid_loss:15.886923789978027 dis:12.73906421661377
epoch:500 train_loss:0.18388017672156845 valid_loss:18.40742301940918 dis:3.8495543003082275
epoch:600 train_loss:0.16235921175723386 valid_loss:19.147968292236328 dis:1.3679574728012085
epoch:700 train_loss:0.1473187714962569 valid_loss:18.054428100585938 dis:0.681976318359375
epoch:800 train_loss:0.13677332333881226 valid_loss:16.022247314453125 dis:0.3718617856502533
epoch:900 train_loss:0.12942484374638352 valid_loss:13.944524765014648 dis:0.2228698432445526
epoch:1000 train_loss:0.12424049382067923 valid_loss:12.137042045593262 dis:0.14847120642662048
epoch:1100 train_loss:0.12047831593221976 valid_loss:10.772433280944824 dis:0.1125948578119278
epoch:1200 train_loss:0.11746489357383529 valid_loss:9.83083724975586 dis:0.11394661664962769
epoch:1300 train_loss:0.11520651706884381 valid_loss:9.267744064331055 dis:0.08967933803796768
epoch:1400 train_loss:0.11346538557597681 valid_loss:8.903076171875 dis:0.08216133713722229
epoch:1500 train_loss:0.11204203284417041 valid_loss:8.662208557128906 dis:0.07812751084566116
epoch:1600 train_loss:0.11080933457660565 valid_loss:8.51183032989502 dis:0.07851766794919968
epoch:1700 train_loss:0.10970295121380605 valid_loss:8.438213348388672 dis:0.07493346184492111
epoch:1800 train_loss:0.10874349214960773 valid_loss:8.354070663452148 dis:0.0758509635925293
epoch:1900 train_loss:0.10790460235664595 valid_loss:8.26833438873291 dis:0.07244474440813065
epoch:2000 train_loss:0.10715944572944328 valid_loss:8.157856941223145 dis:0.07072886824607849
epoch:2100 train_loss:0.10650513219276453 valid_loss:8.048047065734863 dis:0.06777684390544891
epoch:2200 train_loss:0.10591335978777498 valid_loss:7.89666223526001 dis:0.06631532311439514
epoch:2300 train_loss:0.1053877492969018 valid_loss:7.71522331237793 dis:0.06444772332906723
epoch:2400 train_loss:0.10490197196728372 valid_loss:7.521487236022949 dis:0.0629892572760582
epoch:2500 train_loss:0.1044563071423143 valid_loss:7.329039096832275 dis:0.06218099221587181
epoch:2600 train_loss:0.10403777632119177 valid_loss:7.133123874664307 dis:0.05902567133307457
epoch:2700 train_loss:0.10365172202508038 valid_loss:6.9398512840271 dis:0.056217893958091736
epoch:2800 train_loss:0.103282580670082 valid_loss:6.767894744873047 dis:0.054795730859041214
epoch:2900 train_loss:0.10293518934800674 valid_loss:6.607180595397949 dis:0.0519789382815361
epoch:3000 train_loss:0.10260304316843123 valid_loss:6.443609237670898 dis:0.04998234659433365
epoch:3100 train_loss:0.10229335592523439 valid_loss:6.323523998260498 dis:0.0477449968457222
epoch:3200 train_loss:0.10199001090781842 valid_loss:6.220136642456055 dis:0.045904744416475296
epoch:3300 train_loss:0.10170391214792542 valid_loss:6.123660087585449 dis:0.04472217336297035
epoch:3400 train_loss:0.10142164825387073 valid_loss:6.044681549072266 dis:0.04252791032195091
epoch:3500 train_loss:0.10116957805485792 valid_loss:5.985812664031982 dis:0.040555793792009354
epoch:3600 train_loss:0.10091930071802803 valid_loss:5.920347213745117 dis:0.03907225653529167
epoch:3700 train_loss:0.10067631078181276 valid_loss:5.884584426879883 dis:0.03752109780907631
epoch:3800 train_loss:0.10045364624537335 valid_loss:5.862130165100098 dis:0.03598402813076973
epoch:3900 train_loss:0.10022951605653388 valid_loss:5.849514961242676 dis:0.034605056047439575
epoch:4000 train_loss:0.10001868412439005 valid_loss:5.863505840301514 dis:0.033147238194942474
epoch:4100 train_loss:0.09981593051896008 valid_loss:5.866093158721924 dis:0.0317358523607254
epoch:4200 train_loss:0.09962029490733766 valid_loss:5.879989147186279 dis:0.030713248997926712
epoch:4300 train_loss:0.09943111213520105 valid_loss:5.897434234619141 dis:0.029797805473208427
epoch:4400 train_loss:0.09924996740991648 valid_loss:5.92698860168457 dis:0.028891833499073982
epoch:4500 train_loss:0.09907193679717398 valid_loss:5.940577507019043 dis:0.028366507962346077
best_valid_loss:5.849514961242676 average_time:7.346776272939599
